SCHOOL_NAME,COUNTY_CODE,DISTRICT_CODE,SCHOOL_CODE,COUNTY_NAME,DISTRICT_NAME,FacultyAttendance
Lopatcong Elementary School,41,2790,50,WARREN,LOPATCONG TWP,97
Lopatcong Township Middle School,41,2790,60,WARREN,LOPATCONG TWP,97
Mansfield Township Elementary,41,2970,50,WARREN,MANSFIELD TWP,94
North Warren Regional School,41,3675,50,WARREN,NORTH WARREN REGIONAL,97
Oxford Central School,41,3890,50,WARREN,OXFORD TWP,96
PHILLIPSBURG HIGH SCHOOL,41,4100,50,WARREN,PHILLIPSBURG TOWN,96
ANDOVER MORRIS ELEMENTARY SCHOOL,41,4100,60,WARREN,PHILLIPSBURG TOWN,97
BARBER ELEMENTARY SCHOOL,41,4100,70,WARREN,PHILLIPSBURG TOWN,97
FREEMAN ELEMENTARY SCHOOL,41,4100,100,WARREN,PHILLIPSBURG TOWN,96
GREEN STREET ELEMENTARY SCHOOL,41,4100,105,WARREN,PHILLIPSBURG TOWN,97
PHILLIPSBURG MIDDLE SCHOOL,41,4100,110,WARREN,PHILLIPSBURG TOWN,95
PHILLIPSBURG EARLY CHILDHOOD LEARNING CENTER,41,4100,150,WARREN,PHILLIPSBURG TOWN,97
Pohatcong Township School,41,4200,40,WARREN,POHATCONG TWP,97
Warren County Special Services School,41,5450,50,WARREN,WARREN CO SPECIAL SERVICE,96
Warren County Vocational Technical School,41,5460,50,WARREN,WARREN COUNTY VOCATIONAL,97
Warren Hills Regional High School,41,5465,50,WARREN,WARREN HILLS REGIONAL,96
Warren Hills Regional Middle School,41,5465,60,WARREN,WARREN HILLS REGIONAL,96
Washington Memorial Elementary School,41,5480,55,WARREN,WASHINGTON BORO,2
Taylor Street Elementary School,41,5480,60,WARREN,WASHINGTON BORO,3
Brass Castle School,41,5530,40,WARREN,WASHINGTON TWP,97
Port Colden School,41,5530,50,WARREN,WASHINGTON TWP,96
WHITE TOWNSHIP CONSOLIDATED SCHOOL,41,5780,50,WARREN,WHITE TWP,93
Academy Charter High School,80,6010,910,CHARTERS,Academy Charter High School,97
Bergen Arts and Sciences Charter School,80,6013,900,CHARTERS,Bergen Arts and Sciences Charter School,95
Foundation Academy Charter School,80,6017,932,CHARTERS,Foundation Academy CS,97
Central Jersey College Prep Charter School,80,6018,900,CHARTERS,Central Jersey College Prep Charter School,98
Pride Academy Charter School,80,6020,985,CHARTERS,Pride Academy Charter School,97
Community Charter School of Paterson,80,6021,905,CHARTERS,Community Charter School of Paterso,91
Burch Charter School of Excellence,80,6022,990,CHARTERS,Burch Charter School of Excellence,99
Camdens Pride Charter School,80,6024,906,CHARTERS,Camdens Pride Charter School,95
Paul Robeson Charter School for the Humanities,80,6025,907,CHARTERS,Paul Robeson Humanities  Charter School,0
Riverbank Charter School of Excellence,80,6026,908,CHARTERS,Riverbank Charter School of Excelle,100
Vineland Public Charter School,80,6028,910,CHARTERS,Vineland Public Charter School,98
Newark Educators Community Charter School,80,6029,911,CHARTERS,Newark Educators Community Charter School,94
The Ethical Community Charter School,80,6030,912,CHARTERS,The Ethical Community Charter School,96
Academy for Urban Leadership Charter School,80,6032,901,CHARTERS,Academy for Urban Leadership Charter School,96
The Barack Obama Green Charter High School,80,6033,902,CHARTERS,The Barack Obama Green Charter High School,98
Hoboken Dual Language Charter School,80,6036,921,CHARTERS,HOLA Hoboken Dual Lang CS,96
Newark Legacy Charter School,80,6037,922,CHARTERS,Newark Legacy CS,0
HATIKVAH INTERNATIONAL CHARTER SCHOOL,80,6041,916,CHARTERS,Hatikvah International CS,89
GREAT LEGACY OAKS CHARTER SCHOOL,80,6053,917,CHARTERS,Great Oaks Legacy Charter School,100
Peoples Preparatory Charter School,80,6057,938,CHARTERS,Peoples Preparatory Charter School,97
ROSEVILLE COMMUNITY CHARTER SCHOOL,80,6058,939,CHARTERS,Roseville Community CS,0
Newark Prep Charter School,80,6059,941,CHARTERS,Newark Prep Charter School,91
Atlantic City Community Charter School,80,6060,942,CHARTERS,Atlantic City Community Charter School,94
Camden Community Charter School,80,6063,945,CHARTERS,Camden Community Charter School,0
Dr Lena Edwards Academic Charter School,80,6064,946,CHARTERS,Dr Lena Edwards Academic Charter School,95
The Kingdom Charter School of Leadership,80,6067,949,CHARTERS,Kingdom CS of Leadership,0
M.E.T.S. CHARTER SCHOOL,80,6068,951,CHARTERS,M E T S Charter School,94
Millville Public Charter School,80,6069,952,CHARTERS,Millville Public Charter School,98
Benjamin Banneker Preparatory Charter School,80,6076,961,CHARTERS,Benjamin Banneker Prep CS,94
John P. Holland Charter School,80,6079,964,CHARTERS,John P Holland Charter School,100
Passaic Arts and Science Charter School,80,6080,966,CHARTERS,Passaic Arts and Science Charter School,95
THOMAS EDISON ENERGY SMART CS,80,6081,967,CHARTERS,Thomas Edison EnergySmart Charter School,97
BelovED Community Charter School,80,6082,963,CHARTERS,Beloved Community Charter School,96
Knowledge A to Z Charter School,80,6083,968,CHARTERS,Knowledge A to Z Charter School,95
Hope Community CS,80,6086,972,CHARTERS,Hope Community CS,100
Compass Academy Charter School,80,6089,976,CHARTERS,Compass Academy CS,96
Paulo Freire Charter School,80,6090,977,CHARTERS,Paulo Freire Charter School,98
Merit Preparatory Charter School of Newark,80,6091,974,CHARTERS,Merit Prep CS of Newark,100
Jersey City Global CS,80,6093,981,CHARTERS,Jersey City Global CS,100
Phillip's Academy Charter School,80,6094,968,CHARTERS,Phillip's Academy Charter School,99
Paterson Arts and Science Charter School,80,6096,982,CHARTERS,Paterson Arts and Science Charter School,95
Link Community Charter School,80,6099,986,CHARTERS,Link Community Charter School,97
College Achieve Central Charter School,80,6101,992,CHARTERS,College Achieve Central Charter School,67
Empowerment Academy Charter School,80,6103,994,CHARTERS,Empowerment Academy Charter School,95
INTERNATIONAL ACADEMY OF ATLANTIC CITY CHARTER SCHOOL,80,6104,995,CHARTERS,International Academy of Atlantic City Charter School,100
International Academy of Trenton Charter School,80,6182,913,CHARTERS,International Academy of Trenton Charter School,0
Trenton Stem-to-Civics Charter School,80,6183,914,CHARTERS,Trenton Stem-to-Civics CS,98
Great Futures Charter School,80,6184,947,CHARTERS,Great Futures Charter School,95
Camden Academy Charter High School,80,6212,903,CHARTERS,Camden Academy Charter HS,95
Camden's Promise Charter School,80,6215,910,CHARTERS,Camden's Promise CS,95
Classical Academy Charter School,80,6230,915,CHARTERS,Classical Academy Charter School,0
Environment Community Opportunity (ECO) Charter School,80,6232,920,CHARTERS,Environment Community CS,0
Freedom Prep Charter School,80,6240,900,CHARTERS,Freedom Prep Charter School,99
Discovery Charter School,80,6320,920,CHARTERS,Discovery CS,96
EAST ORANGE COMMUNITY CHARTER SCHOOL,80,6410,920,CHARTERS,East Orange Community CS,100
Elysian Charter School,80,6420,925,CHARTERS,Elysian CS of Hoboken,96
Englewood on the Palisades Charter School,80,6430,930,CHARTERS,Englewood on the Palisades Charter School,96
Greater Brunswick Charter School,80,6635,930,CHARTERS,Greater Brunswick CS,97
The Gray Charter School,80,6665,930,CHARTERS,Gray CS,96
Hoboken Charter School,80,6720,930,CHARTERS,Hoboken CS,4
Hope Academy Charter School,80,6740,950,CHARTERS,Hope Academy CS,98
International Charter School,80,6810,940,CHARTERS,International Charter School,95
Jersey City Community Charter School,80,6910,940,CHARTERS,Jersey City Comm. CS,97
Jersey City Golden Door Charter School,80,6915,950,CHARTERS,Jersey City Golden Door Charter School,95
Lady Liberty Academy Charter School,80,7100,936,CHARTERS,Lady Liberty Academy CS,96
LEAP ACADEMY UNIVERSITY CHARTER SCHOOL,80,7109,931,CHARTERS,LEAP Academy University CS,95
Learning Community Charter School,80,7115,960,CHARTERS,Learning Community CS,94
Marion P. Thomas Charter School,80,7210,940,CHARTERS,Marion P. Thomas CS,0
New Horizons Community Charter School,80,7290,957,CHARTERS,New Horizons Comm. CS,92
North Star Academy Charter School,80,7320,960,CHARTERS,North Star Academy Charter School,99
TEAM Academy Charter School,80,7325,965,CHARTERS,TEAM Academy Charter School,99
chARTer~TECH High School for the Performing Arts,80,7410,940,CHARTERS,chARTer~TECH HIGH SCHOOL,3
Pace Charter School of Hamilton,80,7500,900,CHARTERS,Pace CS of Hamilton,99
Paterson Charter School for Science/Technology,80,7503,970,CHARTERS,Paterson CS for Sci/Tech,97
Princeton Charter School,80,7540,930,CHARTERS,Princeton CS,0
The Queen City Academy Charter School,80,7600,960,CHARTERS,Queen City Academy CS,95
Red Bank Charter School,80,7720,915,CHARTERS,The Red Bank CS,97
Ridge and Valley Charter School,80,7727,900,CHARTERS,Ridge and Valley CS,97
Robert Treat Academy Charter School,80,7730,970,CHARTERS,Robert Treat Academy CS,98
Maria Varisco Rogers Charter School,80,7735,975,CHARTERS,Maria L. Varisco-Rogers CS,97
Soaring Heights,80,7830,980,CHARTERS,Soaring Heights CS,98
Sussex County Technology Charter School,80,7850,960,CHARTERS,Sussex County Technology Charter School,0
Teaneck Community Charter School,80,7890,920,CHARTERS,Teaneck Community CS,95
Union County TEAMS Charter School,80,8010,980,CHARTERS,Union County TEAMS CS,96
Unity Charter School,80,8050,990,CHARTERS,Unity CS,99
University Academy Charter High School,80,8060,990,CHARTERS,University Academy CS,96
University Heights Charter School,80,8065,980,CHARTERS,University Heights CS,0
The Village Charter School,80,8140,990,CHARTERS,Village CS,99
